issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
German ISSUER,German Government Note 8.87,2029-11-08,,MOODYS LT:A3 SP LT:AA-,99.5,,,98.31,2026-07-01,,2800000.0,EUR,2567935.73,2688000.0,0.04,,USD,2800000.0,2688000.0,,A7293,,,,,,TDBK,,,,,,STATE STREET,1.0,IM,,,,CAD,3780000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Sovereign,,German Government Note,IM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,USCKGR9KE63L,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Corporate 1.20,2039-04-07,,MOODYS LT:A3 SP LT:AA-,99.92,,,101.37,2026-06-10,,500000.0,USD,518689.74,460000.0,0.08,,USD,500000.0,460000.0,,9581,,,,,,TDBK,,,,,,STATE STREET,1.21,VM,,,,CAD,675000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CA5ACFDEAKDE,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 3.48,2032-02-14,,MOODYS LT:A3 SP LT:AA-,99.57,,,89.56,2026-06-10,,4700000.0,CAD,4669965.06,4700000.0,0.0,,USD,4700000.0,4700000.0,,4030,,,,,,TDBK,,,,,,BNY MELLON,0.87,Not-Net,,,,CAD,6345000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Cash,,CAD CASH,IM,OTC,,,In Transit,CITIBANK NA,,CITI,,600108,,,,,,,,ILGKB41GE8D1,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
USD ISSUER,USD CASH 2.92,2041-05-12,,MOODYS LT:A3 SP LT:AA-,93.75,,,91.03,2026-06-03,,3400000.0,USD,3419367.14,3400000.0,0.0,,USD,3400000.0,3400000.0,,0659,,,,,,TDBK,,,,,,BNY MELLON,1.14,IM,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_VM_CSA,,TDBK_DBFR_REG_VM_CSA,Cash,,USD CASH,VM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAA7GCG510QL,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Corporate 2.12,2028-03-17,,MOODYS LT:A3 SP LT:AA-,94.03,,,89.63,2026-06-10,,1200000.0,USD,1237421.74,1104000.0,0.08,,USD,1200000.0,1104000.0,,0642,,,,,,TDBK,,,,,,STATE STREET,1.21,Not-Net,,,,CAD,1620000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,CA8QGQ2QJ6FA,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
USD ISSUER,USD CASH 5.17,2030-02-23,,MOODYS LT:A3 SP LT:AA-,99.2,,,90.47,2026-07-01,,3400000.0,USD,3421381.7,3400000.0,0.0,,USD,3400000.0,3400000.0,,5474,,,,,,TDBK,,,,,,BNY MELLON,0.91,VM,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DEF5HMD7H1RD,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Corporate 5.89,2037-01-17,,MOODYS LT:A3 SP LT:AA-,97.17,,,90.82,2026-06-03,,4200000.0,USD,4390937.99,3864000.0,0.08,,USD,4200000.0,3864000.0,,3082,,,,,,TDBK,,,,,,STATE STREET,0.84,VM,,,,CAD,5670000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,USGMBFP0BQM6,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
USD ISSUER,USD CASH 1.05,2031-08-07,,MOODYS LT:A3 SP LT:AA-,90.72,,,90.14,2026-06-10,,4800000.0,USD,4443198.95,4800000.0,0.0,,USD,4800000.0,4800000.0,,9518,,,,,,TDBK,,,,,,,1.28,IM,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_GENERAL_CSA,,TDBK_INBL_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,US3FA2G28025,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 4.11,2033-08-21,,MOODYS LT:A3 SP LT:AA-,91.42,,,96.32,2026-06-17,,1500000.0,CAD,1457026.21,1470000.0,0.02,,USD,1500000.0,1470000.0,,K6327,,,,,,TDBK,,,,,,STATE STREET,0.86,IM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,USM6K6H6C6L7,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Treasury 7.07,2029-01-16,,MOODYS LT:A3 SP LT:AA-,99.89,,,95.94,2026-06-24,,1300000.0,USD,1348391.32,1287000.0,0.01,,USD,1300000.0,1287000.0,,K3906,,,,,,TDBK,,,,,,STATE STREET,1.25,Not-Net,,,,CAD,1755000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,US Treasury,VM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,US08NC0FHAK3,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Common Stock 9.11,2044-06-13,,MOODYS LT:A3 SP LT:AA-,90.97,,,90.0,2026-06-10,,1100000.0,USD,1087754.97,935000.0,0.15,,USD,1100000.0,935000.0,,5418,,,,,,TDBK,,,,,,STATE STREET,0.77,Not-Net,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_GENERAL_CSA,,TDBK_INBL_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USP2F7AE3AE1,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 1.26,2044-01-05,,MOODYS LT:A3 SP LT:AA-,96.15,,,88.48,2026-06-03,,900000.0,CAD,902510.6,900000.0,0.0,,USD,900000.0,900000.0,,0794,,,,,,TDBK,,,,,,STATE STREET,1.27,IM,,,,CAD,1215000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,DECCJ9CLFRNE,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Canada ISSUER,Canada Mortgage Bonds 7.70,2037-07-01,,MOODYS LT:A3 SP LT:AA-,93.88,,,100.85,2026-06-10,,4100000.0,CAD,3744774.41,4018000.0,0.02,,USD,4100000.0,4018000.0,,3651,,,,,,TDBK,,,,,,BNY MELLON,0.81,Not-Net,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CA6139DJ2EQK,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Israel ISSUER,Israel Government Bond 2.54,2043-07-13,,MOODYS LT:A3 SP LT:AA-,91.2,,,96.86,2026-06-10,,3400000.0,ILS,3444821.95,3196000.0,0.06,,USD,3400000.0,3196000.0,,K6361,,,,,,TDBK,,,,,,BNY MELLON,0.8,IM,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,Settled,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CA79J9KNCEFH,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Common Stock 5.69,2033-10-27,,MOODYS LT:A3 SP LT:AA-,89.13,,,88.26,2026-06-03,,1500000.0,USD,1515857.19,1275000.0,0.15,,USD,1500000.0,1275000.0,,K311,,,,,,TDBK,,,,,,STATE STREET,1.14,IM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Corporate,,US Common Stock,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,ILJR1DC09R2F,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 6.21,2029-07-25,,MOODYS LT:A3 SP LT:AA-,95.7,,,96.43,2026-06-17,,3900000.0,USD,3759825.18,3315000.0,0.15,,USD,3900000.0,3315000.0,,0615,,,,,,TDBK,,,,,,BNY MELLON,0.8,VM,,,,CAD,5265000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,CAQBAPNFCD27,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Ontario ISSUER,Ontario Provincial Bond 4.52,2034-04-21,,MOODYS LT:A3 SP LT:AA-,93.73,,,92.87,2026-06-10,,2600000.0,CAD,2353973.28,2496000.0,0.04,,USD,2600000.0,2496000.0,,4392,,,,,,TDBK,,,,,,STATE STREET,1.02,Not-Net,,,,CAD,3510000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,ILFBDA88GKA0,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Corporate 9.14,2027-07-28,,MOODYS LT:A3 SP LT:AA-,98.28,,,99.44,2026-06-17,,200000.0,USD,207749.53,184000.0,0.08,,USD,200000.0,184000.0,,0878,,,,,,TDBK,,,,,,STATE STREET,0.72,VM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_IMC_CSA,,TDBK_SWCD_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,USB93JD2FEPB,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 3.20,2030-05-14,,MOODYS LT:A3 SP LT:AA-,96.37,,,91.54,2026-06-10,,700000.0,USD,704062.45,644000.0,0.08,,USD,700000.0,644000.0,,A4899,,,,,,TDBK,,,,,,,0.78,VM,,,,CAD,945000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_IMC_CSA,,TDBK_BCCU_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Settled,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DELGJM0F64C5,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
USD ISSUER,USD CASH 6.91,2043-10-06,,MOODYS LT:A3 SP LT:AA-,97.09,,,95.54,2026-07-01,,3000000.0,USD,2821224.78,3000000.0,0.0,,USD,3000000.0,3000000.0,,0780,,,,,,TDBK,,,,,,BNY MELLON,1.03,VM,,,,CAD,4050000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Cash,,USD CASH,VM,OTC,,,Pending,BIMCOR INC,,BIMC,,600110,,,,,,,,USD8CGJJB0RB,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
USD ISSUER,USD CASH 6.33,2028-01-24,,MOODYS LT:A3 SP LT:AA-,97.94,,,92.75,2026-07-01,,1700000.0,USD,1646022.54,1700000.0,0.0,,USD,1700000.0,1700000.0,,9912,,,,,,TDBK,,,,,,BNY MELLON,0.92,IM,,,,CAD,2295000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Cash,,USD CASH,VM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,US9B7CGFLNQ5,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
Israel ISSUER,Israel Government Bond 8.47,2035-01-24,,MOODYS LT:A3 SP LT:AA-,90.97,,,99.22,2026-07-01,,2300000.0,ILS,2150374.88,2162000.0,0.06,,USD,2300000.0,2162000.0,,6717,,,,,,TDBK,,,,,,STATE STREET,1.26,IM,,,,CAD,3105000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_GENERAL_CSA,,TDBK_BCCU_GENERAL_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,Settled,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CA4L2NHM37G6,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Corporate 9.64,2029-02-23,,MOODYS LT:A3 SP LT:AA-,91.1,,,97.42,2026-06-17,,3200000.0,USD,3289137.0,2944000.0,0.08,,USD,3200000.0,2944000.0,,K3687,,,,,,TDBK,,,,,,BNY MELLON,0.8,Not-Net,,,,CAD,4320000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,BIMCOR INC,,BIMC,,600110,,,,,,,,USH4R3ACR244,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
German ISSUER,German Government Note 6.45,2035-09-21,,MOODYS LT:A3 SP LT:AA-,91.23,,,88.74,2026-06-17,,1400000.0,EUR,1364979.99,1344000.0,0.04,,USD,1400000.0,1344000.0,,5280,,,,,,TDBK,,,,,,STATE STREET,1.04,VM,,,,CAD,1890000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Sovereign,,German Government Note,VM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,DEDMRD8MG7PJ,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 2.44,2038-01-01,,MOODYS LT:A3 SP LT:AA-,97.71,,,88.38,2026-06-10,,4000000.0,CAD,3816631.4,4000000.0,0.0,,USD,4000000.0,4000000.0,,1693,,,,,,TDBK,,,,,,,1.37,IM,,,,CAD,5400000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,ILMD9H8K8C9D,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Corporate 2.24,2028-08-02,,MOODYS LT:A3 SP LT:AA-,91.84,,,97.42,2026-06-17,,3500000.0,USD,3151887.81,3220000.0,0.08,,USD,3500000.0,3220000.0,,3548,,,,,,TDBK,,,,,,STATE STREET,1.33,IM,,,,CAD,4725000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Corporate,,US Corporate,VM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,US6A3P4JKGDN,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Corporate 1.01,2028-03-06,,MOODYS LT:A3 SP LT:AA-,88.04,,,92.55,2026-06-10,,4800000.0,USD,5015310.13,4416000.0,0.08,,USD,4800000.0,4416000.0,,8411,,,,,,TDBK,,,,,,STATE STREET,0.99,VM,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Corporate,,US Corporate,VM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DEQPQKALH9L7,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 4.81,2027-02-13,,MOODYS LT:A3 SP LT:AA-,89.3,,,90.81,2026-06-10,,4900000.0,CAD,4458722.67,4900000.0,0.0,,USD,4900000.0,4900000.0,,9374,,,,,,TDBK,,,,,,STATE STREET,0.76,Not-Net,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Cash,,CAD CASH,IM,OTC,,,In Transit,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,ILC9N60RGC00,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Government ISSUER,Government of Canada Bond 1.29,2032-07-25,,MOODYS LT:A3 SP LT:AA-,93.42,,,91.68,2026-06-17,,200000.0,CAD,195805.0,197000.0,0.015,,USD,200000.0,197000.0,,0451,,,,,,TDBK,,,,,,STATE STREET,0.75,IM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,US03C2K53Q6H,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 5.57,2041-06-20,,MOODYS LT:A3 SP LT:AA-,90.33,,,95.73,2026-06-17,,5000000.0,CAD,4736310.05,4925000.0,0.015,,USD,5000000.0,4925000.0,,1253,,,,,,TDBK,,,,,,STATE STREET,0.79,IM,,,,CAD,6750000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,Pending,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CAKHMK3KAL29,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 4.57,2032-05-17,,MOODYS LT:A3 SP LT:AA-,98.03,,,100.3,2026-06-10,,1900000.0,CAD,1820590.49,1900000.0,0.0,,USD,1900000.0,1900000.0,,A5215,,,,,,TDBK,,,,,,STATE STREET,1.14,VM,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Cash,,CAD CASH,IM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,US0BLLE04K02,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 4.05,2039-06-22,,MOODYS LT:A3 SP LT:AA-,100.92,,,92.33,2026-06-24,,800000.0,CAD,823359.08,784000.0,0.02,,USD,800000.0,784000.0,,2513,,,,,,TDBK,,,,,,STATE STREET,1.08,IM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_IMC_CSA,,TDBK_BANH_REG_IMC_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,DE3G1E0RBF91,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
USD ISSUER,USD CASH 6.38,2042-03-17,,MOODYS LT:A3 SP LT:AA-,93.38,,,100.76,2026-06-10,,2600000.0,USD,2689466.08,2600000.0,0.0,,USD,2600000.0,2600000.0,,K6315,,,,,,TDBK,,,,,,BNY MELLON,0.76,IM,,,,CAD,3510000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,CA1PCJ0537GB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 5.35,2044-10-03,,MOODYS LT:A3 SP LT:AA-,94.95,,,99.22,2026-06-10,,4600000.0,EUR,4747399.9,4416000.0,0.04,,USD,4600000.0,4416000.0,,K1116,,,,,,TDBK,,,,,,BNY MELLON,1.14,IM,,,,CAD,6210000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_VM_CSA,,TDBK_BIMC_REG_VM_CSA,Sovereign,,German Government Note,VM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,USPHPLP8733J,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 6.78,2045-06-19,,MOODYS LT:A3 SP LT:AA-,90.38,,,99.89,2026-06-17,,2400000.0,CAD,2236680.47,2352000.0,0.02,,USD,2400000.0,2352000.0,,4164,,,,,,TDBK,,,,,,BNY MELLON,0.71,VM,,,,CAD,3240000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_IMC_CSA,,TDBK_BANH_REG_IMC_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,DEF1PKCMEGQM,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 6.05,2035-04-17,,MOODYS LT:A3 SP LT:AA-,94.02,,,99.59,2026-06-10,,3400000.0,CAD,3316475.78,3349000.0,0.015,,USD,3400000.0,3349000.0,,0163,,,,,,TDBK,,,,,,STATE STREET,1.39,Not-Net,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,Settled,SWISS LIFE AG,,SWCD,,600105,,,,,,,,USAM5E44H0C6,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Government ISSUER,Government of Canada Bond 5.04,2038-11-19,,MOODYS LT:A3 SP LT:AA-,94.43,,,91.59,2026-06-24,,300000.0,CAD,313929.64,295500.0,0.015,,USD,300000.0,295500.0,,0963,,,,,,TDBK,,,,,,BNY MELLON,1.24,IM,,,,CAD,405000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_GENERAL_CSA,,TDBK_BIMC_GENERAL_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,IL9N8B32HEL6,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Treasury 3.80,2038-02-20,,MOODYS LT:A3 SP LT:AA-,88.94,,,90.39,2026-06-03,,5000000.0,USD,4733765.85,4950000.0,0.01,,USD,5000000.0,4950000.0,,0323,,,,,,TDBK,,,,,,BNY MELLON,0.84,VM,,,,CAD,6750000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Sovereign,,US Treasury,VM,OTC,,,In Transit,CITIBANK NA,,CITI,,600108,,,,,,,,IL0GKL0GAK2R,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
